CUSTOMER_ID,CUSTOMER_NAME,EMAIL,PRIMARY_PHONE,REGISTERED_AT,CITY,AREA,LAT,LNG,SEGMENT,IS_PRIME_MEMBER,STATUS
20,Jennifer Edwards,abbottethan@example.com,1445412842,2024-10-02 10:11:00,Mumbai,West,75.366333,-59.480735,Active,,ACTIVE
21,James Martinez,reiddiane@example.org,8267127364,2024-06-27 00:01:00,Delhi,West,82.5951235,49.631906,Loyal,FALSE,INACTIVE
22,Christine Montgomery,ncarr@example.com,6682599596,2023-11-11 08:10:00,Bengaluru,Central,-40.068096,99.877041,Active,1,
23,Jeremy Koch,vanessa69@example.net,4824256413,2023-03-12 18:10:00,Bengaluru,North,-58.725659,-27.810898,Active,1,
24,Jessica Glass,xmitchell@example.org,1999866769,2024-06-24 20:42:00,Pune,East,-18.2570145,-144.075642,Active,,
25,Bobby Miller,zfuentes@example.org,1900427182,2023-11-16 13:37:00,Chennai,South,1.062455,-81.307285,Churn_Risk,TRUE,
26,Heather Hoffman,josephstanton@example.com,2384160370,2023-03-07 11:32:00,Pune,Central,-80.812086,121.122220,Active,1,
27,Annette Waller,mcdaniellinda@example.net,4912814168,2024-10-08 02:00:00,Mumbai,North,-62.1812705,-90.258220,New,1,ACTIVE
28,Karina Crane,brianzimmerman@example.com,4596931082,2023-10-13 22:50:00,Delhi,East,15.4366085,-177.768419,Active,1,
29,Sarah Rodriguez,elizabethcollier@example.net,7216992778,2024-08-07 19:40:00,Mumbai,East,28.182683,40.754663,Active,TRUE,INACTIVE
30,Samantha Powell,plopez@example.org,3662275943,2024-11-05 14:42:00,Pune,South,-65.6155055,172.864365,Churn_Risk,0,INACTIVE
31,Elizabeth Leach,richardlarson@example.org,9615485616,2024-11-20 22:18:00,Pune,Central,0.9717005,-151.855833,New,FALSE,INACTIVE
32,Jeremy Whitaker,vhenderson@example.org,6761798109,2023-04-22 08:29:00,Chennai,North,79.035858,105.597597,Active,Y,
33,Craig Harris,jasongonzalez@example.net,5053967966,2023-10-13 15:47:00,Pune,North,-43.0214965,-14.618311,New,0,INACTIVE
34,Ronald Mcgrath,latashagarcia@example.com,5615895204,2024-07-07 00:30:00,Hyderabad,Central,57.8625155,88.120045,Active,1,ACTIVE
35,Ashlee Rivera,mooresteven@example.org,8222040128,2024-02-15 02:00:00,Pune,North,-61.965915,-92.261930,Churn_Risk,N,ACTIVE
36,Katherine Martin,kylecontreras@example.org,6903644362,2024-04-10 09:44:00,Pune,East,-37.1950115,55.107603,Churn_Risk,Y,ACTIVE
37,Gary Tyler,kevin17@example.org,6557578662,2023-03-01 19:46:00,Mumbai,West,8.5322135,-174.513237,New,Y,
38,Daniel Barber,randallneal@example.com,7241661710,2024-05-03 17:09:00,Delhi,West,-40.018393,83.428954,Active,1,ACTIVE
39,Norman Castillo,jo25@example.org,9303722108,2023-03-12 20:18:00,Hyderabad,Central,59.5789105,77.640865,Active,1,INACTIVE
40,Jennifer Hernandez,morganlori@example.net,1220549579,2024-08-31 01:21:00,Bengaluru,West,5.7639335,-27.608192,New,,INACTIVE
41,Bethany Wilson,nlawson@example.com,8775490040,2023-11-20 08:54:00,Chennai,North,44.7170965,-66.295069,Loyal,,ACTIVE
42,Stephen Martinez,watsonjasmine@example.org,1691977653,2024-10-22 10:14:00,Delhi,East,-43.7987295,-154.737343,Loyal,N,ACTIVE
43,Stephanie Bell,laura31@example.org,2708308566,2024-07-30 03:24:00,Bengaluru,Central,-29.1392145,92.109560,Active,N,
44,Leon Sanchez,pricerandall@example.com,1853659207,2023-03-12 08:20:00,Delhi,South,69.858544,-88.003117,Loyal,0,ACTIVE
45,Lisa Hodges,gescobar@example.org,0227999058,2023-11-06 20:52:00,Pune,West,-3.7947405,-21.410009,New,FALSE,
46,Craig Brock IV,wthompson@example.org,5686560489,2023-04-17 04:35:00,Hyderabad,South,39.4435875,-115.281605,New,Y,ACTIVE
47,Anne Evans,michellemartin@example.com,4961448166,2023-10-16 20:38:00,Chennai,North,57.6621605,53.585719,Loyal,,ACTIVE
48,Sharon Brown,daniellynch@example.com,4806246225,2024-06-01 16:40:00,Chennai,South,59.400588,-124.687398,New,TRUE,ACTIVE
49,Joseph Hall,michael34@example.com,7040272530,2023-02-15 00:07:00,Chennai,South,-12.514986,-147.530644,Active,N,
50,Sandra Davis,keith38@example.net,2782498406,2024-07-18 14:35:00,Delhi,West,-51.5970125,153.696860,New,0,ACTIVE
51,Brianna Martin,arussell@example.org,2421186250,2024-07-12 01:13:00,Bengaluru,South,23.0613915,4.241071,Active,TRUE,INACTIVE
52,David Frey DVM,tiffanyallen@example.net,0511608460,2023-02-10 12:12:00,Mumbai,North,27.0010755,94.569468,Active,1,
53,Sheila Pena,yhopkins@example.org,4881574590,2024-02-21 21:11:00,Bengaluru,North,52.9801545,117.072393,Active,Y,ACTIVE
54,Peter Robinson,mary01@example.net,8721419864,2023-12-07 14:03:00,Mumbai,North,13.751850,-149.213493,Loyal,,ACTIVE
55,Kenneth Wilson,julia34@example.org,0942221489,2023-02-09 16:03:00,Chennai,North,-29.3828175,31.616581,Active,1,INACTIVE
56,Amber Johnson,walkerryan@example.net,2605800875,2023-08-22 07:36:00,Delhi,Central,7.224241,-167.943212,Active,Y,INACTIVE
57,David Summers,johngarcia@example.org,9683427704,2023-10-13 11:59:00,Delhi,West,-77.102100,-113.201156,Churn_Risk,Y,
58,Zachary Johnson,hannah16@example.com,7082333735,2023-04-29 08:54:00,Hyderabad,North,-70.151080,49.888755,Loyal,Y,ACTIVE
59,Jessica Brown,michaelashley@example.com,4560467572,2023-11-18 14:53:00,Bengaluru,West,70.072461,55.524920,New,,INACTIVE
60,Donna Jones,wfischer@example.net,4970148735,2024-12-26 14:53:00,Hyderabad,Central,-42.8785805,108.913450,Active,0,INACTIVE
61,Mrs. Lisa Hickman,debrawaters@example.net,6389044616,2023-12-05 21:16:00,Pune,South,36.1909525,-38.118843,New,1,
62,Elizabeth Glover,shawamy@example.net,8889158718,2024-02-23 11:08:00,Delhi,East,-40.8411375,7.612632,Loyal,,
63,Alexander Potter,acostakelly@example.com,3893314736,2024-01-24 23:07:00,Mumbai,North,-29.103499,63.627223,Loyal,0,INACTIVE
64,Karen Allen,smurray@example.com,8614644870,2023-10-21 07:10:00,Hyderabad,East,42.233669,143.479780,Loyal,,INACTIVE
65,Frank Mayo,mary20@example.com,5781693529,2024-06-07 16:09:00,Pune,North,-9.896459,43.278711,New,N,INACTIVE
66,Robert Dunn,joshuawhite@example.org,7953424872,2023-12-10 03:11:00,Hyderabad,North,-4.884013,-141.607322,Loyal,TRUE,ACTIVE
67,Francisco Hunter,taylorbauer@example.com,9885597077,2023-09-08 16:13:00,Mumbai,West,-78.8392545,-14.340976,New,,INACTIVE
68,Ashley Cochran,dakotahernandez@example.com,0164370031,2024-12-14 13:06:00,Pune,East,39.3690505,-38.791574,Churn_Risk,TRUE,ACTIVE
69,Lisa Harvey,jbarton@example.org,6849702094,2023-04-20 14:30:00,Mumbai,North,-31.793502,-119.822252,Active,TRUE,
70,Derek Smith,bward@example.com,9962853479,2023-09-13 04:08:00,Hyderabad,East,-59.5039495,78.271381,Active,N,INACTIVE
71,Shelly Gould,amyanderson@example.com,6051455968,2024-09-01 10:49:00,Chennai,East,-0.8957285,71.956759,Churn_Risk,,
72,Samantha Ryan,shannon32@example.org,2839885855,2024-05-01 15:21:00,Pune,South,1.8657105,-6.906267,Active,0,
73,Linda Kennedy,shelleyhinton@example.org,6411292814,2024-05-11 21:23:00,Delhi,North,-48.492298,101.284338,Loyal,FALSE,INACTIVE
74,Marvin Collins,erinreed@example.com,4031346371,2023-10-06 11:27:00,Bengaluru,South,-24.500038,117.587033,New,TRUE,ACTIVE
75,Stacy Perez,owhite@example.com,2663188770,2023-06-06 07:18:00,Mumbai,Central,-75.0746365,-165.502166,Churn_Risk,0,INACTIVE
76,Jason Sosa,dwilliams@example.com,2651227786,2023-03-05 07:03:00,Delhi,East,1.856618,130.323060,Churn_Risk,,
77,Cassidy Brown,jimenezconnor@example.com,0307111017,2024-08-12 12:59:00,Chennai,East,-11.879069,-50.253653,New,1,INACTIVE
78,Kara Johnston,parkerrobert@example.com,3687857463,2024-03-05 18:22:00,Delhi,West,80.669223,167.190270,Active,FALSE,INACTIVE
79,Michael Wu,gabrielharrison@example.org,4542084216,2023-01-30 13:16:00,Mumbai,South,57.7444505,90.162331,Churn_Risk,Y,
80,Kim Kelley,adriancarroll@example.net,8807793720,2023-05-11 21:14:00,Mumbai,West,35.903771,65.456642,New,FALSE,INACTIVE
81,Judith Diaz MD,ricardo79@example.net,8512649585,2023-03-27 21:56:00,Hyderabad,East,86.105203,62.802396,Active,,INACTIVE
82,Caleb Walters,nbarton@example.org,8107022082,2023-12-02 07:13:00,Mumbai,East,-42.151837,-25.427747,Loyal,1,INACTIVE
83,Jamie Warren,stephenserik@example.org,8641575702,2024-03-07 08:36:00,Pune,Central,61.966469,-132.839285,Churn_Risk,Y,ACTIVE
84,Angela Lee,ibradley@example.com,5469665477,2023-12-25 07:39:00,Chennai,Central,-0.8171585,-74.706820,New,,ACTIVE
85,Christopher Simon,igonzalez@example.com,3105223143,2024-09-28 05:12:00,Mumbai,North,-83.467737,-76.254847,Active,0,INACTIVE
86,Kimberly Taylor,timothybuckley@example.net,9965649558,2023-08-12 15:52:00,Chennai,South,5.695508,-113.282404,Loyal,1,ACTIVE
87,Anna Scott,nicholas92@example.org,5713383737,2023-04-28 05:35:00,Hyderabad,South,-49.2023035,-172.504593,New,,
88,Kenneth Page,erinhudson@example.com,3144390712,2024-01-20 13:32:00,Bengaluru,North,-7.879852,-16.163779,New,Y,
89,Melanie Graham,ortizstephanie@example.net,7475364525,2023-04-15 23:47:00,Chennai,South,89.1827715,152.147680,New,FALSE,
90,Denise Jenkins,meyercassandra@example.net,0923903373,2024-11-08 12:38:00,Bengaluru,Central,-34.396566,-14.892396,Loyal,Y,ACTIVE
91,Daniel Cook,wgarza@example.com,6127507260,2024-03-19 12:21:00,Pune,East,-15.1843835,25.780390,Active,FALSE,INACTIVE
92,Thomas Clark,aaroncummings@example.org,7039001410,2024-10-28 09:13:00,Mumbai,West,31.1707565,-170.244557,Churn_Risk,TRUE,INACTIVE
93,Jeffrey Austin,kevin29@example.net,4510966210,2023-10-02 11:00:00,Pune,North,49.5547875,0.570232,New,FALSE,INACTIVE
94,John Peterson,shawn58@example.net,5424196148,2024-08-06 20:49:00,Pune,East,-74.024300,11.286460,Loyal,0,ACTIVE
95,Amber Anderson,larry10@example.org,0679165150,2024-05-14 07:14:00,Pune,South,-26.6032725,-29.663635,Loyal,FALSE,INACTIVE
96,Laura Lopez,millselizabeth@example.org,4316104321,2023-10-10 18:58:00,Delhi,Central,5.914960,-167.029539,Active,,ACTIVE
97,Theresa Dennis,tammy97@example.org,5806071328,2024-07-22 08:12:00,Mumbai,East,-80.590415,101.065329,Churn_Risk,TRUE,INACTIVE
98,Jacob Henry,welchmadeline@example.net,1850492133,2024-02-19 23:36:00,Bengaluru,North,-56.3191165,60.743434,Loyal,1,
99,Robert Wang,justinmaldonado@example.net,5218644844,2024-06-27 11:44:00,Hyderabad,East,-12.5887155,-111.415837,Loyal,Y,INACTIVE
100,Kenneth Stewart,ashleywillis@example.org,8479423002,2023-09-15 07:52:00,Chennai,Central,21.7177535,11.071828,Active,N,INACTIVE
101,Gina Ibarra,xlang@example.com,6425071803,2024-12-07 06:19:00,Bengaluru,North,4.139128,-141.395244,Active,TRUE,
102,Tina Cobb,twilliams@example.com,5518658054,2024-06-21 20:22:00,Pune,South,-9.6593555,-95.156001,New,Y,ACTIVE
103,Daniel Crosby,elizabethmartinez@example.org,1864709616,2023-11-06 00:28:00,Delhi,West,-22.601340,54.205969,Active,0,INACTIVE
104,Paul Hubbard,nthomas@example.com,7455265017,2024-12-15 04:18:00,Bengaluru,East,-56.259751,100.890188,New,1,ACTIVE
105,April Lee,aprilclark@example.com,1477875664,2024-03-27 11:37:00,Hyderabad,North,-79.489167,168.294801,New,Y,INACTIVE
106,Elizabeth Morris,christophermccarthy@example.net,8341120670,2024-02-15 16:47:00,Pune,Central,-27.2219715,151.708553,New,1,ACTIVE
107,Taylor Boyer,mark04@example.net,3520645892,2023-11-08 02:54:00,Mumbai,North,-66.753477,-110.644512,New,FALSE,
108,Joel Jimenez,wmartinez@example.net,8729372959,2024-09-25 07:42:00,Pune,West,-43.446466,-16.435646,Churn_Risk,,INACTIVE
109,Caitlin Hart,littledavid@example.com,7041507346,2024-03-15 10:25:00,Pune,West,64.6479075,1.117328,New,Y,
110,William Evans,bianca78@example.org,3727791742,2023-08-01 21:21:00,Chennai,North,-0.7649585,-122.002349,Loyal,1,
111,Jared Miller,douglasmcdowell@example.org,1806088376,2024-07-19 02:33:00,Bengaluru,North,-5.835521,-13.514654,New,0,INACTIVE
112,Monica Carroll,timothyparsons@example.com,1482182366,2023-10-26 01:06:00,Pune,North,19.3866015,-53.258734,Loyal,TRUE,
113,Alicia Singh DVM,nicole41@example.org,7049681986,2023-03-14 23:27:00,Delhi,North,41.839306,-61.938554,Loyal,TRUE,
114,Amy Gray,jenniferyoung@example.org,7403747123,2023-07-22 14:30:00,Hyderabad,Central,-19.738140,-95.069095,Active,TRUE,
115,Karen Reyes DVM,christopherflores@example.com,3232088657,2023-03-15 02:02:00,Mumbai,North,-59.5138865,172.457982,Loyal,Y,
116,Amanda Santana,chelseasanders@example.org,2603660422,2023-10-23 14:59:00,Chennai,Central,21.713521,42.439266,Churn_Risk,FALSE,
117,Paul Adams,nicholas80@example.net,6986886812,2023-10-06 17:04:00,Delhi,West,-42.6465725,29.485243,Churn_Risk,TRUE,INACTIVE
118,Logan Hartman,pjohnson@example.net,7167179373,2024-03-18 11:00:00,Bengaluru,West,79.4871865,41.050612,Loyal,,ACTIVE
119,Alexander Johnson,bryangarza@example.net,8688491113,2024-08-12 20:02:00,Bengaluru,Central,18.7580005,-111.824168,Loyal,0,
120,Marcus Peterson,silvariley@example.com,3693275999,2024-04-26 17:42:00,Bengaluru,East,-63.2962715,-128.437554,Loyal,FALSE,ACTIVE
121,Troy Vega,josephmorrison@example.com,1204999936,2024-05-18 03:06:00,Hyderabad,East,-17.273316,58.605486,Loyal,N,INACTIVE
122,Veronica Fleming,zavalamelissa@example.com,1980116285,2023-06-14 11:15:00,Delhi,East,57.975299,-169.209256,Churn_Risk,Y,INACTIVE
123,Jonathan Rivera,wcooper@example.com,2670828172,2024-07-17 01:15:00,Chennai,East,-70.5118865,143.218103,New,N,INACTIVE
124,Robert Perez,ischneider@example.com,2103685403,2024-02-18 17:33:00,Delhi,Central,-15.5233375,147.966655,Churn_Risk,Y,INACTIVE
125,Jorge Miranda,smithjohn@example.com,6858293102,2024-09-29 17:00:00,Bengaluru,East,-44.3605865,172.019146,New,0,ACTIVE
126,James Davis,langbonnie@example.net,4129398448,2023-10-22 14:57:00,Delhi,East,87.6532455,-95.992233,New,,ACTIVE
127,Amy Martin,scottcastro@example.org,1854388443,2024-12-27 05:24:00,Chennai,South,25.331105,-57.314257,New,,
128,Yesenia Ortiz,simmonssarah@example.org,8505064919,2023-04-27 15:45:00,Pune,Central,36.140248,64.731432,Active,1,INACTIVE
129,Wendy Bond,clarkivan@example.net,6679332888,2023-10-07 14:10:00,Chennai,East,83.691336,56.744710,Churn_Risk,Y,ACTIVE
130,Nicole Baxter,swiley@example.org,8195058546,2023-07-15 20:27:00,Pune,West,74.672909,-76.308280,Active,,ACTIVE
131,Michael Bailey,mollybishop@example.net,8145875080,2024-02-29 11:36:00,Delhi,West,-80.5744485,-31.794378,Loyal,FALSE,ACTIVE
132,Jeremiah Perry,ldavis@example.com,0270697954,2024-08-24 19:47:00,Delhi,East,-27.904551,-168.337814,Active,TRUE,INACTIVE
133,Michael Simon,pierceryan@example.org,9246265295,2024-07-19 18:32:00,Hyderabad,East,18.464224,179.549145,Churn_Risk,N,INACTIVE
134,Sylvia Hubbard,kroy@example.org,4052789692,2024-01-28 07:58:00,Mumbai,East,31.7610705,141.531474,New,TRUE,INACTIVE
135,Rachel Cunningham,jordangary@example.com,8664308470,2024-01-26 13:10:00,Chennai,North,-7.290971,-93.675528,Churn_Risk,N,ACTIVE
136,Diana Meza,kimberly57@example.net,3567555952,2023-12-06 03:25:00,Mumbai,East,76.8239705,27.990357,New,,
137,Christine Tucker,waynebeck@example.com,4704119045,2024-02-24 22:20:00,Pune,North,-0.7795345,-35.817670,New,1,INACTIVE
138,Courtney Mitchell,jonhuynh@example.org,2698899539,2024-02-12 22:10:00,Delhi,Central,-40.1627885,105.157609,Loyal,Y,
139,Susan Richardson,william94@example.org,7486457205,2024-10-03 16:39:00,Hyderabad,West,36.236054,-100.281191,New,N,
140,Alexander Perez,rachel64@example.net,5109459909,2023-10-22 07:45:00,Bengaluru,Central,58.2019945,-84.927965,Churn_Risk,0,ACTIVE
141,Keith Griffith,ericagray@example.com,2246177074,2024-03-30 05:40:00,Chennai,South,17.3783295,85.859485,New,TRUE,ACTIVE
142,Jessica Richardson,joanna96@example.org,6977699880,2024-01-03 12:47:00,Delhi,East,71.248403,168.331360,Active,FALSE,ACTIVE
143,Zachary Wong,zperez@example.net,9721199354,2023-07-04 05:48:00,Hyderabad,North,-12.724549,-142.987006,New,N,
144,Heather Blackburn,yvonnebanks@example.net,3435543811,2024-05-24 19:54:00,Pune,North,69.4562925,90.198439,Active,,INACTIVE
145,Bradley Robinson,wblanchard@example.org,0251962176,2024-11-13 00:19:00,Chennai,East,12.0426915,-87.071714,Loyal,Y,
146,Alexis Smith,ortegadavid@example.org,7024170339,2023-12-20 20:03:00,Hyderabad,South,-25.6634135,61.699464,Churn_Risk,0,
147,Cathy Brooks,veronica51@example.net,0690880408,2023-07-23 13:07:00,Delhi,East,-31.8948775,-173.003326,New,N,ACTIVE
148,Karen Norman,glenda15@example.org,9266026715,2023-10-30 23:52:00,Pune,South,75.975363,16.775548,New,,
149,Juan Hinton,taylorchristy@example.org,2496029282,2024-12-03 01:40:00,Pune,West,56.966452,8.491416,Churn_Risk,,INACTIVE
150,Sara Logan,bestrada@example.net,1736555282,2023-08-13 21:43:00,Mumbai,North,-67.9559275,112.908360,Loyal,,
151,Charles Moreno,jenniferwhite@example.net,6583347791,2023-05-21 21:26:00,Chennai,Central,51.0021195,164.643531,New,FALSE,INACTIVE
152,Brittany Edwards,dgross@example.net,8908027300,2023-05-15 03:04:00,Pune,South,11.997015,-67.591666,Loyal,1,
153,Rachel Rogers,qgarcia@example.com,3504593662,2024-07-06 12:29:00,Pune,West,-84.7349425,-142.626620,Loyal,0,ACTIVE
154,Anthony Booth,tonyrobertson@example.net,5048215815,2023-10-30 11:33:00,Delhi,Central,13.6281235,-173.765525,Churn_Risk,FALSE,ACTIVE
155,Jason Gardner,zgriffin@example.net,5175578911,2024-11-23 23:01:00,Mumbai,East,45.684809,-175.754396,Loyal,FALSE,ACTIVE
156,Jonathan Willis,lorikline@example.net,9378577890,2023-05-07 15:31:00,Pune,South,-80.020651,-33.062130,Loyal,1,
157,Tracie Crawford,donnacooper@example.com,9789868924,2024-01-16 03:41:00,Pune,North,-67.8175915,-168.296695,Churn_Risk,FALSE,ACTIVE
158,James Adams,munozrobin@example.org,2554496076,2024-09-16 07:33:00,Hyderabad,Central,30.4444345,-19.936146,Churn_Risk,,
159,Jessica Miller,burtoncarlos@example.org,1467675527,2023-05-24 01:32:00,Delhi,Central,87.8006795,129.407389,Loyal,TRUE,INACTIVE
160,Abigail Davis,sarahroman@example.net,0604424472,2024-07-04 04:37:00,Bengaluru,East,48.807474,92.307073,Churn_Risk,1,INACTIVE
161,Aaron Murphy,brandon92@example.net,9306422670,2024-07-07 14:18:00,Chennai,West,-42.130550,-93.825274,Active,TRUE,INACTIVE
162,Catherine Jones,brich@example.net,9789133951,2024-09-22 13:55:00,Chennai,South,21.9095635,-79.256311,New,1,
163,Chad Perez,vazqueznicholas@example.org,8830871554,2023-08-30 12:22:00,Delhi,Central,-20.8236985,-63.934832,Loyal,0,
164,Scott Burns,lward@example.org,8726599188,2023-10-10 06:28:00,Chennai,Central,63.9288795,165.225043,Churn_Risk,Y,ACTIVE
165,Cynthia Vargas,lisakim@example.com,4275810515,2024-09-03 00:43:00,Chennai,Central,6.596044,155.796273,Loyal,0,ACTIVE
166,Nancy Bowman,heather19@example.org,3002525714,2023-03-12 18:55:00,Mumbai,North,75.036213,-120.089529,Active,FALSE,ACTIVE
167,Kevin Clark,osalas@example.net,4035977743,2024-09-02 00:05:00,Delhi,South,-86.8509255,-20.899012,Active,FALSE,ACTIVE
168,Benjamin Fields,linda29@example.net,4214073012,2023-04-23 22:33:00,Hyderabad,Central,-29.127687,-36.040895,Active,Y,ACTIVE
169,Sarah Taylor,rreid@example.net,3770700301,2024-08-25 11:03:00,Delhi,Central,16.877424,51.356986,Active,FALSE,INACTIVE
170,Richard Evans,angelakelly@example.org,3842010468,2024-06-22 03:52:00,Bengaluru,Central,18.8978865,67.476267,Churn_Risk,0,INACTIVE
171,Kelsey Hale,reynoldsjohnny@example.net,7371314369,2024-04-07 17:11:00,Delhi,North,-4.7292925,-88.731795,New,,
172,Tina Ward,carteramy@example.net,1642873031,2024-10-20 01:03:00,Chennai,Central,48.1359245,-126.645620,Churn_Risk,,INACTIVE
173,Wendy Davis,mariaacevedo@example.com,5118267905,2024-12-30 15:08:00,Pune,Central,-24.811749,-20.986522,New,TRUE,INACTIVE
174,Elijah Ortiz,russell98@example.net,4924631021,2023-10-09 21:18:00,Hyderabad,West,-38.8231855,79.420255,Loyal,0,INACTIVE
175,Jason Lamb,leblancsandra@example.org,3655721155,2024-06-01 20:39:00,Hyderabad,East,-2.407650,50.022006,New,,
176,Victor Mcclain,cassandragomez@example.com,7140271521,2024-07-18 07:20:00,Bengaluru,East,77.4830985,77.882773,Churn_Risk,FALSE,ACTIVE
177,Melissa Freeman,xgarcia@example.net,9031156269,2024-02-13 14:11:00,Pune,Central,20.1875295,-53.067615,Loyal,Y,INACTIVE
178,Juan Valentine,benjaminsmith@example.net,6988997681,2023-06-06 23:26:00,Delhi,East,33.8693205,-39.538310,New,TRUE,ACTIVE
179,Kevin Harris,adam84@example.net,0560978255,2024-01-17 04:26:00,Bengaluru,West,4.612870,106.741774,New,1,
180,Joseph Rice,benjamin68@example.com,4721803323,2023-05-06 14:01:00,Hyderabad,South,86.859248,-146.603380,Churn_Risk,,
181,Denise Rodriguez,mcintyrejeffery@example.net,0653782627,2023-12-27 03:32:00,Bengaluru,West,56.108898,37.481627,Active,Y,ACTIVE
182,John Irwin,lunasamantha@example.com,3205212927,2023-04-21 11:57:00,Chennai,West,87.596282,96.815635,Loyal,N,ACTIVE
183,Andrew Simpson,maryjones@example.org,9192091276,2024-03-15 19:08:00,Delhi,West,41.597269,166.640652,New,,
184,Stephen Thomas,uaguilar@example.org,8512488243,2023-01-30 06:09:00,Chennai,South,-1.301895,-15.711552,Loyal,FALSE,INACTIVE
185,Gregory Contreras,katie52@example.com,3539659862,2023-05-27 19:19:00,Delhi,East,-47.6427465,-136.611887,New,1,ACTIVE
186,Barbara Barton,pattonrobin@example.org,3663870680,2023-04-04 18:06:00,Chennai,North,63.4640385,113.257707,Churn_Risk,TRUE,INACTIVE
187,Paul Swanson,samuel35@example.org,6614300285,2023-11-16 11:04:00,Pune,West,20.3667475,163.405179,New,Y,ACTIVE
188,Kimberly Lewis,marieestrada@example.org,8702944383,2023-02-20 23:00:00,Mumbai,Central,-45.6844545,107.283765,Loyal,0,INACTIVE
189,Stacy Holt,coreyjackson@example.com,1364314491,2024-03-28 14:08:00,Chennai,South,49.433613,61.512496,Active,N,
190,Stephen Simon,walkerjoel@example.com,2340336856,2023-10-18 23:08:00,Bengaluru,West,-80.1338815,114.161717,Churn_Risk,Y,
191,Veronica Wood,olane@example.org,3252815320,2024-02-09 20:27:00,Chennai,Central,-0.984707,25.615239,New,,ACTIVE
192,Alexander Fowler,nortonnatalie@example.net,5062962280,2023-09-19 09:52:00,Delhi,South,44.910506,-73.125622,New,0,ACTIVE
193,Jeffrey Richards,megan33@example.org,8534988675,2023-05-13 12:58:00,Pune,West,-26.7335555,99.661232,Active,TRUE,
194,Andrea Wiggins,andrew97@example.org,9829525320,2023-12-29 02:27:00,Hyderabad,East,-4.188588,61.247307,New,FALSE,INACTIVE
195,Joseph Phillips,chungsean@example.com,3698393331,2023-11-17 19:39:00,Bengaluru,East,-38.785433,152.416592,Churn_Risk,N,
196,Jessica Ferrell,shannonwood@example.org,4693387222,2024-02-19 00:42:00,Chennai,South,-69.0672105,-179.089577,Active,N,
197,Thomas Perez,john81@example.org,5344029276,2024-01-06 03:00:00,Pune,East,-9.888257,-121.054561,New,FALSE,ACTIVE
198,Michael King,kaylavasquez@example.org,0569923493,2023-03-22 13:30:00,Pune,South,-6.3090685,122.554990,Loyal,,ACTIVE
